"activity"	"subject"	"value"
"1272"	"fBodyAcc-std()-Y"	17	-0.576930056063587
"1273"	"fBodyAcc-std()-Z"	17	-0.656622932009511
"1274"	"fBodyAccJerk-mean()-X"	17	-0.716681622653533
"1275"	"fBodyAccJerk-mean()-Y"	17	-0.694754837788043
"1276"	"fBodyAccJerk-mean()-Z"	17	-0.802528785896739
"1277"	"fBodyAccJerk-meanFreq()-X"	17	-0.0799059758048913
"1278"	"fBodyAccJerk-meanFreq()-Y"	17	-0.161634762970163
"1279"	"fBodyAccJerk-meanFreq()-Z"	17	-0.162384817735924
"1280"	"fBodyAccJerk-std()-X"	17	-0.67654494089212
"1281"	"fBodyAccJerk-std()-Y"	17	-0.663158393238587
"1282"	"fBodyAccJerk-std()-Z"	17	-0.822801747581522
"1283"	"fBodyAccMag-mean()"	17	-0.646189154826902
"1284"	"fBodyAccMag-meanFreq()"	17	0.035532440850462
"1285"	"fBodyAccMag-std()"	17	-0.687536943227717
"1286"	"fBodyBodyAccJerkMag-mean()"	17	-0.697575558993207
"1287"	"fBodyBodyAccJerkMag-meanFreq()"	17	0.216394127864783
"1288"	"fBodyBodyAccJerkMag-std()"	17	-0.692595778979891
"1289"	"fBodyBodyGyroJerkMag-mean()"	17	-0.829124468315217
"1290"	"fBodyBodyGyroJerkMag-meanFreq()"	17	0.232792536134511
"1291"	"fBodyBodyGyroJerkMag-std()"	17	-0.833701023152174
"1292"	"fBodyBodyGyroMag-mean()"	17	-0.769498551467391
"1293"	"fBodyBodyGyroMag-meanFreq()"	17	0.00488337138671196
"1294"	"fBodyBodyGyroMag-std()"	17	-0.782232494673913
"1295"	"fBodyGyro-mean()-X"	17	-0.728710411180707
"1296"	"fBodyGyro-mean()-Y"	17	-0.774745258994565
"1297"	"fBodyGyro-mean()-Z"	17	-0.726857840652174
"1298"	"fBodyGyro-meanFreq()-X"	17	-0.0811027581206794
"1299"	"fBodyGyro-meanFreq()-Y"	17	-0.106778297950136
"1300"	"fBodyGyro-meanFreq()-Z"	17	-0.0322664579146196
"1301"	"fBodyGyro-std()-X"	17	-0.770057225710326
"1302"	"fBodyGyro-std()-Y"	17	-0.761335243695652
"1303"	"fBodyGyro-std()-Z"	17	-0.745101477910326
"1304"	"tBodyAcc-mean()-X"	17	0.274029548065217
"1305"	"tBodyAcc-mean()-Y"	17	-0.0175416045074728
"1306"	"tBodyAcc-mean()-Z"	17	-0.109199853130082
"1307"	"tBodyAcc-std()-X"	17	-0.608455243870734
"1308"	"tBodyAcc-std()-Y"	17	-0.567005319464348
"1309"	"tBodyAcc-std()-Z"	17	-0.660582755619022
"1310"	"tBodyAccJerk-mean()-X"	17	0.0814060565059783
"1311"	"tBodyAccJerk-mean()-Y"	17	0.00848949673339674
"1312"	"tBodyAccJerk-mean()-Z"	17	0.00270288011005435
"1313"	"tBodyAccJerk-std()-X"	17	-0.682603096154891
"1314"	"tBodyAccJerk-std()-Y"	17	-0.668693821044565
"1315"	"tBodyAccJerk-std()-Z"	17	-0.813339560652174
"1316"	"tBodyAccJerkMag-mean()"	17	-0.696465197235054
"1317"	"tBodyAccJerkMag-std()"	17	-0.693946394750815
"1318"	"tBodyAccMag-mean()"	17	-0.568367244093859
"1319"	"tBodyAccMag-std()"	17	-0.636074477703533
"1320"	"tBodyGyro-mean()-X"	17	-0.0146686177049565
"1321"	"tBodyGyro-mean()-Y"	17	-0.082710926198038
"1322"	"tBodyGyro-mean()-Z"	17	0.077025064375462
"1323"	"tBodyGyro-std()-X"	17	-0.759011119945652
"1324"	"tBodyGyro-std()-Y"	17	-0.764867040625
"1325"	"tBodyGyro-std()-Z"	17	-0.720741038680163
"1326"	"tBodyGyroJerk-mean()-X"	17	-0.107854170946467
"1327"	"tBodyGyroJerk-mean()-Y"	17	-0.039171944702962
"1328"	"tBodyGyroJerk-mean()-Z"	17	-0.0508496510874185
"1329"	"tBodyGyroJerk-std()-X"	17	-0.788387981630435
"1330"	"tBodyGyroJerk-std()-Y"	17	-0.825988662771739
"1331"	"tBodyGyroJerk-std()-Z"	17	-0.808251302907609
"1332"	"tBodyGyroJerkMag-mean()"	17	-0.810438232853261
"1333"	"tBodyGyroJerkMag-std()"	17	-0.825255969701087
"1334"	"tBodyGyroMag-mean()"	17	-0.676185123284103
"1335"	"tBodyGyroMag-std()"	17	-0.750145260967391
"1336"	"tGravityAcc-mean()-X"	17	0.69893741138587
"1337"	"tGravityAcc-mean()-Y"	17	-0.013734698125
"1338"	"tGravityAcc-mean()-Z"	17	-0.0177042428953804
"1339"	"tGravityAcc-std()-X"	17	-0.971771652907609
"1340"	"tGravityAcc-std()-Y"	17	-0.958810046467391
"1341"	"tGravityAcc-std()-Z"	17	-0.949039213831522
"1342"	"tGravityAccMag-mean()"	17	-0.568367244093859
"1343"	"tGravityAccMag-std()"	17	-0.636074477703533
"1344"	"fBodyAcc-mean()-X"	18	-0.714227764615385
"1345"	"fBodyAcc-mean()-Y"	18	-0.663659666593407
"1346"	"fBodyAcc-mean()-Z"	18	-0.761229192087912
"1347"	"fBodyAcc-meanFreq()-X"	18	-0.210288060037014
"1348"	"fBodyAcc-meanFreq()-Y"	18	0.0142017941035714
"1349"	"fBodyAcc-meanFreq()-Z"	18	0.0023794571910467
"1350"	"fBodyAcc-std()-X"	18	-0.687850549203297
"1351"	"fBodyAcc-std()-Y"	18	-0.632838238002747
"1352"	"fBodyAcc-std()-Z"	18	-0.694874090513736
"1353"	"fBodyAccJerk-mean()-X"	18	-0.750020077252747
"1354"	"fBodyAccJerk-mean()-Y"	18	-0.744113444532967
"1355"	"fBodyAccJerk-mean()-Z"	18	-0.833032083021978
"1356"	"fBodyAccJerk-meanFreq()-X"	18	-0.0691387922027473
"1357"	"fBodyAccJerk-meanFreq()-Y"	18	-0.211800163516401
"1358"	"fBodyAccJerk-meanFreq()-Z"	18	-0.123235904056044
"1359"	"fBodyAccJerk-std()-X"	18	-0.742517893708791
"1360"	"fBodyAccJerk-std()-Y"	18	-0.739197834642857
"1361"	"fBodyAccJerk-std()-Z"	18	-0.860168954615385
"1362"	"fBodyAccMag-mean()"	18	-0.697732862178571
"1363"	"fBodyAccMag-meanFreq()"	18	0.0911071722096154
"1364"	"fBodyAccMag-std()"	18	-0.733904051236264
"1365"	"fBodyBodyAccJerkMag-mean()"	18	-0.742323821887363
"1366"	"fBodyBodyAccJerkMag-meanFreq()"	18	0.224596545546272
"1367"	"fBodyBodyAccJerkMag-std()"	18	-0.750189976318681
"1368"	"fBodyBodyGyroJerkMag-mean()"	18	-0.88466302260989
"1369"	"fBodyBodyGyroJerkMag-meanFreq()"	18	0.193231486725357
"1370"	"fBodyBodyGyroJerkMag-std()"	18	-0.902206780607143
"1371"	"fBodyBodyGyroMag-mean()"	18	-0.816286626730769
"1372"	"fBodyBodyGyroMag-meanFreq()"	18	-0.0573696679480769
"1373"	"fBodyBodyGyroMag-std()"	18	-0.789777674554945
"1374"	"fBodyGyro-mean()-X"	18	-0.787757637521978
"1375"	"fBodyGyro-mean()-Y"	18	-0.816385880247253
"1376"	"fBodyGyro-mean()-Z"	18	-0.755926770686813
"1377"	"fBodyGyro-meanFreq()-X"	18	-0.11359630596717
"1378"	"fBodyGyro-meanFreq()-Y"	18	-0.245477245070522
"1379"	"fBodyGyro-meanFreq()-Z"	18	-0.0890927881274725
"1380"	"fBodyGyro-std()-X"	18	-0.812175241332418
"1381"	"fBodyGyro-std()-Y"	18	-0.759665554340659
"1382"	"fBodyGyro-std()-Z"	18	-0.766381665384615
"1383"	"tBodyAcc-mean()-X"	18	0.276324152142857
"1384"	"tBodyAcc-mean()-Y"	18	-0.0172831546595266
"1385"	"tBodyAcc-mean()-Z"	18	-0.108112251068681
"1386"	"tBodyAcc-std()-X"	18	-0.694616884972527
"1387"	"tBodyAcc-std()-Y"	18	-0.627117507326923
"1388"	"tBodyAcc-std()-Z"	18	-0.701596039615385
"1389"	"tBodyAccJerk-mean()-X"	18	0.077480921531044
"1390"	"tBodyAccJerk-mean()-Y"	18	0.0128850449171841
"1391"	"tBodyAccJerk-mean()-Z"	18	0.000848545124184616
"1392"	"tBodyAccJerk-std()-X"	18	-0.734644450054945
"1393"	"tBodyAccJerk-std()-Y"	18	-0.732969175274725
"1394"	"tBodyAccJerk-std()-Z"	18	-0.847257765851648
"1395"	"tBodyAccJerkMag-mean()"	18	-0.753904676895604
"1396"	"tBodyAccJerkMag-std()"	18	-0.745212812708791
"1397"	"tBodyAccMag-mean()"	18	-0.658370952115385
"1398"	"tBodyAccMag-std()"	18	-0.689671890376374
"1399"	"tBodyGyro-mean()-X"	18	-0.0373993798891484
"1400"	"tBodyGyro-mean()-Y"	18	-0.0678200104982143
"1401"	"tBodyGyro-mean()-Z"	18	0.0908402866868132
"1402"	"tBodyGyro-std()-X"	18	-0.804533729046703
"1403"	"tBodyGyro-std()-Y"	18	-0.777361713653846
"1404"	"tBodyGyro-std()-Z"	18	-0.745612483131868
"1405"	"tBodyGyroJerk-mean()-X"	18	-0.0944029581558242
"1406"	"tBodyGyroJerk-mean()-Y"	18	-0.044169186546978
"1407"	"tBodyGyroJerk-mean()-Z"	18	-0.0568482569002198
"1408"	"tBodyGyroJerk-std()-X"	18	-0.842893477884615
"1409"	"tBodyGyroJerk-std()-Y"	18	-0.884050472967033
"1410"	"tBodyGyroJerk-std()-Z"	18	-0.83861466293956
"1411"	"tBodyGyroJerkMag-mean()"	18	-0.859899942335165
"1412"	"tBodyGyroJerkMag-std()"	18	-0.88856533728022
"1413"	"tBodyGyroMag-mean()"	18	-0.714735668626374
"1414"	"tBodyGyroMag-std()"	18	-0.775779058758242
"1415"	"tGravityAcc-mean()-X"	18	0.716863248351648
"1416"	"tGravityAcc-mean()-Y"	18	-0.01578199625
"1417"	"tGravityAcc-mean()-Z"	18	0.0899901746593407
"1418"	"tGravityAcc-std()-X"	18	-0.980138675796703
"1419"	"tGravityAcc-std()-Y"	18	-0.969542030412088
"1420"	"tGravityAcc-std()-Z"	18	-0.959434177692308
"1421"	"tGravityAccMag-mean()"	18	-0.658370952115385
"1422"	"tGravityAccMag-std()"	18	-0.689671890376374
"1423"	"fBodyAcc-mean()-X"	19	-0.587050355097528
"1424"	"fBodyAcc-mean()-Y"	19	-0.521888076609778
"1425"	"fBodyAcc-mean()-Z"	19	-0.647026298284028
"1426"	"fBodyAcc-meanFreq()-X"	19	-0.212433282953944
"1427"	"fBodyAcc-meanFreq()-Y"	19	0.0703873634217222
"1428"	"fBodyAcc-meanFreq()-Z"	19	0.160383893888278
"1429"	"fBodyAcc-std()-X"	19	-0.5708979748225
"1430"	"fBodyAcc-std()-Y"	19	-0.530901585022361
"1431"	"fBodyAcc-std()-Z"	19	-0.680291382637222
"1432"	"fBodyAccJerk-mean()-X"	19	-0.593157169174611
"1433"	"fBodyAccJerk-mean()-Y"	19	-0.596694943936944
"1434"	"fBodyAccJerk-mean()-Z"	19	-0.680924493180556
"1435"	"fBodyAccJerk-meanFreq()-X"	19	0.00263882956916667
"1436"	"fBodyAccJerk-meanFreq()-Y"	19	-0.160787596137611
"1437"	"fBodyAccJerk-meanFreq()-Z"	19	0.00225579910068611
"1438"	"fBodyAccJerk-std()-X"	19	-0.586910128980833
"1439"	"fBodyAccJerk-std()-Y"	19	-0.572596722878
"1440"	"fBodyAccJerk-std()-Z"	19	-0.728521901498861
"1441"	"fBodyAccMag-mean()"	19	-0.556404444967972
"1442"	"fBodyAccMag-meanFreq()"	19	0.115775170635767
"1443"	"fBodyAccMag-std()"	19	-0.689860920113889
"1444"	"fBodyBodyAccJerkMag-mean()"	19	-0.576064647812278
"1445"	"fBodyBodyAccJerkMag-meanFreq()"	19	0.232074775101389
"1446"	"fBodyBodyAccJerkMag-std()"	19	-0.641089005857778
"1447"	"fBodyBodyGyroJerkMag-mean()"	19	-0.719519008752778
"1448"	"fBodyBodyGyroJerkMag-meanFreq()"	19	0.128629739389444
"1449"	"fBodyBodyGyroJerkMag-std()"	19	-0.754223739441667
"1450"	"fBodyBodyGyroMag-mean()"	19	-0.636287999799167
"1451"	"fBodyBodyGyroMag-meanFreq()"	19	-0.0199336248458333
"1452"	"fBodyBodyGyroMag-std()"	19	-0.662325968145833
"1453"	"fBodyGyro-mean()-X"	19	-0.553089575942778
"1454"	"fBodyGyro-mean()-Y"	19	-0.641337299817778
"1455"	"fBodyGyro-mean()-Z"	19	-0.602625307818389
"1456"	"fBodyGyro-meanFreq()-X"	19	-0.0321842609068333
"1457"	"fBodyGyro-meanFreq()-Y"	19	-0.19629760694
"1458"	"fBodyGyro-meanFreq()-Z"	19	-0.0415013769106389
"1459"	"fBodyGyro-std()-X"	19	-0.666071315599889
"1460"	"fBodyGyro-std()-Y"	19	-0.650105402347778
"1461"	"fBodyGyro-std()-Z"	19	-0.694729075491667
"1462"	"tBodyAcc-mean()-X"	19	0.269723487105556
"1463"	"tBodyAcc-mean()-Y"	19	-0.0182031515710306
"1464"	"tBodyAcc-mean()-Z"	19	-0.118277180099383
"1465"	"tBodyAcc-std()-X"	19	-0.574658922919194
"1466"	"tBodyAcc-std()-Y"	19	-0.507035084992639
"1467"	"tBodyAcc-std()-Z"	19	-0.649184726556944
"1468"	"tBodyAccJerk-mean()-X"	19	0.0774171147766389
"1469"	"tBodyAccJerk-mean()-Y"	19	0.0115812421960876
"1470"	"tBodyAccJerk-mean()-Z"	19	-0.00186198850195833
"1471"	"tBodyAccJerk-std()-X"	19	-0.571088266146083
"1472"	"tBodyAccJerk-std()-Y"	19	-0.571311190432222
"1473"	"tBodyAccJerk-std()-Z"	19	-0.705342976190833
"1474"	"tBodyAccJerkMag-mean()"	19	-0.5762252472125
"1475"	"tBodyAccJerkMag-std()"	19	-0.601918552871944
"1476"	"tBodyAccMag-mean()"	19	-0.531507362111361
"1477"	"tBodyAccMag-std()"	19	-0.599552767486306
"1478"	"tBodyGyro-mean()-X"	19	-0.0385723953346511
"1479"	"tBodyGyro-mean()-Y"	19	-0.0681420603177778
"1480"	"tBodyGyro-mean()-Z"	19	0.0883609591559167
"1481"	"tBodyGyro-std()-X"	19	-0.637789914575556
"1482"	"tBodyGyro-std()-Y"	19	-0.643866300560306
"1483"	"tBodyGyro-std()-Z"	19	-0.645682212189167
"1484"	"tBodyGyroJerk-mean()-X"	19	-0.0895939425055556
"1485"	"tBodyGyroJerk-mean()-Y"	19	-0.0383208736670278
"1486"	"tBodyGyroJerk-mean()-Z"	19	-0.0569649444286944
"1487"	"tBodyGyroJerk-std()-X"	19	-0.618836206634444
"1488"	"tBodyGyroJerk-std()-Y"	19	-0.725991380623889
"1489"	"tBodyGyroJerk-std()-Z"	19	-0.686684583831583
"1490"	"tBodyGyroJerkMag-mean()"	19	-0.683436541824444
"1491"	"tBodyGyroJerkMag-std()"	19	-0.7255986988425
"1492"	"tBodyGyroMag-mean()"	19	-0.548919668132222
"1493"	"tBodyGyroMag-std()"	19	-0.610093380740278
"1494"	"tGravityAcc-mean()-X"	19	0.475323016
"1495"	"tGravityAcc-mean()-Y"	19	0.0964052626666667
"1496"	"tGravityAcc-mean()-Z"	19	0.233011401195083
"1497"	"tGravityAcc-std()-X"	19	-0.958290447861111
"1498"	"tGravityAcc-std()-Y"	19	-0.95925383425
"1499"	"tGravityAcc-std()-Z"	19	-0.94180028475
"1500"	"tGravityAccMag-mean()"	19	-0.531507362111361
"1501"	"tGravityAccMag-std()"	19	-0.599552767486306
"1502"	"fBodyAcc-mean()-X"	20	-0.612641113666949
"1503"	"fBodyAcc-mean()-Y"	20	-0.426398722000395
"1504"	"fBodyAcc-mean()-Z"	20	-0.665006945724294
"1505"	"fBodyAcc-meanFreq()-X"	20	-0.228177936580508
"1506"	"fBodyAcc-meanFreq()-Y"	20	-0.0114411446707345
"1507"	"fBodyAcc-meanFreq()-Z"	20	0.0779615448683983
"1508"	"fBodyAcc-std()-X"	20	-0.60314894923565
"1509"	"fBodyAcc-std()-Y"	20	-0.381534028764124
"1510"	"fBodyAcc-std()-Z"	20	-0.647515612457627
"1511"	"fBodyAccJerk-mean()-X"	20	-0.652264226931438
"1512"	"fBodyAccJerk-mean()-Y"	20	-0.557791286001412
"1513"	"fBodyAccJerk-mean()-Z"	20	-0.732835648957627
"1514"	"fBodyAccJerk-meanFreq()-X"	20	-0.0946565249276271
"1515"	"fBodyAccJerk-meanFreq()-Y"	20	-0.295851375876469
"1516"	"fBodyAccJerk-meanFreq()-Z"	20	-0.173772101164407
"1517"	"fBodyAccJerk-std()-X"	20	-0.634710081102825
"1518"	"fBodyAccJerk-std()-Y"	20	-0.525907610282373
"1519"	"fBodyAccJerk-std()-Z"	20	-0.760509114748588
"1520"	"fBodyAccMag-mean()"	20	-0.560278889421186
"1521"	"fBodyAccMag-meanFreq()"	20	0.0604926209205932
"1522"	"fBodyAccMag-std()"	20	-0.648306198707062
"1523"	"fBodyBodyAccJerkMag-mean()"	20	-0.584571446817062
"1524"	"fBodyBodyAccJerkMag-meanFreq()"	20	0.0872234701100565
"1525"	"fBodyBodyAccJerkMag-std()"	20	-0.597351046813729
"1526"	"fBodyBodyGyroJerkMag-mean()"	20	-0.692638075749774
"1527"	"fBodyBodyGyroJerkMag-meanFreq()"	20	0.0504291443716384
"1528"	"fBodyBodyGyroJerkMag-std()"	20	-0.694680032329943
"1529"	"fBodyBodyGyroMag-mean()"	20	-0.606970915061638
"1530"	"fBodyBodyGyroMag-meanFreq()"	20	-0.0676712910494915
"1531"	"fBodyBodyGyroMag-std()"	20	-0.635816314618644
"1532"	"fBodyGyro-mean()-X"	20	-0.626445370827119
"1533"	"fBodyGyro-mean()-Y"	20	-0.591039733449633
"1534"	"fBodyGyro-mean()-Z"	20	-0.518444509491525
"1535"	"fBodyGyro-meanFreq()-X"	20	-0.152974668730028
"1536"	"fBodyGyro-meanFreq()-Y"	20	-0.197281081362486
"1537"	"fBodyGyro-meanFreq()-Z"	20	-0.138316973455706
"1538"	"fBodyGyro-std()-X"	20	-0.704481841200565
"1539"	"fBodyGyro-std()-Y"	20	-0.567588605842655
"1540"	"fBodyGyro-std()-Z"	20	-0.575002191142655
"1541"	"tBodyAcc-mean()-X"	20	0.268425757926554
"1542"	"tBodyAcc-mean()-Y"	20	-0.0175912993773164
"1543"	"tBodyAcc-mean()-Z"	20	-0.108029145824294
"1544"	"tBodyAcc-std()-X"	20	-0.60484669490339
"1545"	"tBodyAcc-std()-Y"	20	-0.369336706508757
"1546"	"tBodyAcc-std()-Z"	20	-0.634787346548023
"1547"	"tBodyAccJerk-mean()-X"	20	0.079818125480791
"1548"	"tBodyAccJerk-mean()-Y"	20	0.00220928707107345
"1549"	"tBodyAccJerk-mean()-Z"	20	-0.00450611895602542
"1550"	"tBodyAccJerk-std()-X"	20	-0.627098830685593
"1551"	"tBodyAccJerk-std()-Y"	20	-0.527174601581921
"1552"	"tBodyAccJerk-std()-Z"	20	-0.747362572898305
"1553"	"tBodyAccJerkMag-mean()"	20	-0.619698756735028
"1554"	"tBodyAccJerkMag-std()"	20	-0.588644307467599
"1555"	"tBodyAccMag-mean()"	20	-0.517257429345412
"1556"	"tBodyAccMag-std()"	20	-0.572325820319209
"1557"	"tBodyGyro-mean()-X"	20	-0.0242488811785028
"1558"	"tBodyGyro-mean()-Y"	20	-0.0789448418069209
"1559"	"tBodyGyro-mean()-Z"	20	0.0856280628860452
"1560"	"tBodyGyro-std()-X"	20	-0.684586332415254
"1561"	"tBodyGyro-std()-Y"	20	-0.573677383024548
"1562"	"tBodyGyro-std()-Z"	20	-0.52727797039661
"1563"	"tBodyGyroJerk-mean()-X"	20	-0.094982179135
"1564"	"tBodyGyroJerk-mean()-Y"	20	-0.0414356124141243
"1565"	"tBodyGyroJerk-mean()-Z"	20	-0.0543001277610169
"1566"	"tBodyGyroJerk-std()-X"	20	-0.698354145936441
"1567"	"tBodyGyroJerk-std()-Y"	20	-0.684280685533898
"1568"	"tBodyGyroJerk-std()-Z"	20	-0.636715878557062
"1569"	"tBodyGyroJerkMag-mean()"	20	-0.684048497355932
"1570"	"tBodyGyroJerkMag-std()"	20	-0.683503744537853
"1571"	"tBodyGyroMag-mean()"	20	-0.516861235888701
"1572"	"tBodyGyroMag-std()"	20	-0.580023613494576
"1573"	"tGravityAcc-mean()-X"	20	0.628040637177966
"1574"	"tGravityAcc-mean()-Y"	20	-0.0373059475847458
"1575"	"tGravityAcc-mean()-Z"	20	0.10723075947935
"1576"	"tGravityAcc-std()-X"	20	-0.958201862627119
"1577"	"tGravityAcc-std()-Y"	20	-0.952506793418079
"1578"	"tGravityAcc-std()-Z"	20	-0.940981537502825
"1579"	"tGravityAccMag-mean()"	20	-0.517257429345412
"1580"	"tGravityAccMag-std()"	20	-0.572325820319209
"1581"	"fBodyAcc-mean()-X"	21	-0.693486097144118
"1582"	"fBodyAcc-mean()-Y"	21	-0.59377821414902
"1583"	"fBodyAcc-mean()-Z"	21	-0.707713799021814
"1584"	"fBodyAcc-meanFreq()-X"	21	-0.230976168156039
"1585"	"fBodyAcc-meanFreq()-Y"	21	0.0412761403403333
"1586"	"fBodyAcc-meanFreq()-Z"	21	0.0495520452825172
"1587"	"fBodyAcc-std()-X"	21	-0.665349663426471
"1588"	"fBodyAcc-std()-Y"	21	-0.578748586831863
"1589"	"fBodyAcc-std()-Z"	21	-0.675588192778676
"1590"	"fBodyAccJerk-mean()-X"	21	-0.71641413145049
"1591"	"fBodyAccJerk-mean()-Y"	21	-0.678615118728922
"1592"	"fBodyAccJerk-mean()-Z"	21	-0.767351986555392
"1593"	"fBodyAccJerk-meanFreq()-X"	21	0.0168697571497059
"1594"	"fBodyAccJerk-meanFreq()-Y"	21	-0.161814485722304
"1595"	"fBodyAccJerk-meanFreq()-Z"	21	-0.112817222676985
"1596"	"fBodyAccJerk-std()-X"	21	-0.709800728388235
"1597"	"fBodyAccJerk-std()-Y"	21	-0.674102360655147
"1598"	"fBodyAccJerk-std()-Z"	21	-0.794922813673627
"1599"	"fBodyAccMag-mean()"	21	-0.658664719514706
"1600"	"fBodyAccMag-meanFreq()"	21	0.0846512609471814
"1601"	"fBodyAccMag-std()"	21	-0.714345739215931
"1602"	"fBodyBodyAccJerkMag-mean()"	21	-0.679742584809363
"1603"	"fBodyBodyAccJerkMag-meanFreq()"	21	0.244321861877647
"1604"	"fBodyBodyAccJerkMag-std()"	21	-0.683725127418382
"1605"	"fBodyBodyGyroJerkMag-mean()"	21	-0.826275026053922
"1606"	"fBodyBodyGyroJerkMag-meanFreq()"	21	0.205643655933971
"1607"	"fBodyBodyGyroJerkMag-std()"	21	-0.834949863259804
"1608"	"fBodyBodyGyroMag-mean()"	21	-0.776473060171569
"1609"	"fBodyBodyGyroMag-meanFreq()"	21	-0.00571922625735294
"1610"	"fBodyBodyGyroMag-std()"	21	-0.793158526279412
"1611"	"fBodyGyro-mean()-X"	21	-0.752040828651961
"1612"	"fBodyGyro-mean()-Y"	21	-0.759325714811275
"1613"	"fBodyGyro-mean()-Z"	21	-0.709471420465686
"1614"	"fBodyGyro-meanFreq()-X"	21	-0.089010657789951
"1615"	"fBodyGyro-meanFreq()-Y"	21	-0.18645796643924
"1616"	"fBodyGyro-meanFreq()-Z"	21	-0.0228851873218137
"1617"	"fBodyGyro-std()-X"	21	-0.811026710110294
"1618"	"fBodyGyro-std()-Y"	21	-0.771388318823529
"1619"	"fBodyGyro-std()-Z"	21	-0.728319304730637
"1620"	"tBodyAcc-mean()-X"	21	0.277466525522059
"1621"	"tBodyAcc-mean()-Y"	21	-0.0176664578561765
"1622"	"tBodyAcc-mean()-Z"	21	-0.10877848058848
"1623"	"tBodyAcc-std()-X"	21	-0.672323867377451
"1624"	"tBodyAcc-std()-Y"	21	-0.565585190336299
"1625"	"tBodyAcc-std()-Z"	21	-0.669621813176471
"1626"	"tBodyAccJerk-mean()-X"	21	0.0822207874776961
"1627"	"tBodyAccJerk-mean()-Y"	21	0.00350107553584853
"1628"	"tBodyAccJerk-mean()-Z"	21	-0.010659072671299
"1629"	"tBodyAccJerk-std()-X"	21	-0.699763344205784
"1630"	"tBodyAccJerk-std()-Y"	21	-0.66515912310562
"1631"	"tBodyAccJerk-std()-Z"	21	-0.78182390148299
"1632"	"tBodyAccJerkMag-mean()"	21	-0.703461275879657
"1633"	"tBodyAccJerkMag-std()"	21	-0.680069218953922
"1634"	"tBodyAccMag-mean()"	21	-0.620309259553676
"1635"	"tBodyAccMag-std()"	21	-0.6601960145
"1636"	"tBodyGyro-mean()-X"	21	-0.0276346639303578
"1637"	"tBodyGyro-mean()-Y"	21	-0.0784719736838971
"1638"	"tBodyGyro-mean()-Z"	21	0.0861212668362745
"1639"	"tBodyGyro-std()-X"	21	-0.79617228689951
"1640"	"tBodyGyro-std()-Y"	21	-0.765057760637255
"1641"	"tBodyGyro-std()-Z"	21	-0.701642028499559
"1642"	"tBodyGyroJerk-mean()-X"	21	-0.100558317889216
"1643"	"tBodyGyroJerk-mean()-Y"	21	-0.0408236141863333
"1644"	"tBodyGyroJerk-mean()-Z"	21	-0.0533861046416422
"1645"	"tBodyGyroJerk-std()-X"	21	-0.792483156720588
"1646"	"tBodyGyroJerk-std()-Y"	21	-0.815859336004902
"1647"	"tBodyGyroJerk-std()-Z"	21	-0.812017312181373
"1648"	"tBodyGyroJerkMag-mean()"	21	-0.807817403137255
"1649"	"tBodyGyroJerkMag-std()"	21	-0.82408989995098
"1650"	"tBodyGyroMag-mean()"	21	-0.693779224517157
"1651"	"tBodyGyroMag-std()"	21	-0.761303119652451
"1652"	"tGravityAcc-mean()-X"	21	0.645775957808824
"1653"	"tGravityAcc-mean()-Y"	21	-0.0750963071446078
"1654"	"tGravityAcc-mean()-Z"	21	0.0321851774362745
"1655"	"tGravityAcc-std()-X"	21	-0.965586634460784
"1656"	"tGravityAcc-std()-Y"	21	-0.969330818455882
"1657"	"tGravityAcc-std()-Z"	21	-0.953093993308823
"1658"	"tGravityAccMag-mean()"	21	-0.620309259553676
"1659"	"tGravityAccMag-std()"	21	-0.6601960145
"1660"	"fBodyAcc-mean()-X"	22	-0.594929652065732
"1661"	"fBodyAcc-mean()-Y"	22	-0.508172778206231
"1662"	"fBodyAcc-mean()-Z"	22	-0.687320961149533
"1663"	"fBodyAcc-meanFreq()-X"	22	-0.181031984073891
"1664"	"fBodyAcc-meanFreq()-Y"	22	0.0371992326304984
"1665"	"fBodyAcc-meanFreq()-Z"	22	0.0806295666361371
"1666"	"fBodyAcc-std()-X"	22	-0.528958812567601
"1667"	"fBodyAcc-std()-Y"	22	-0.51558097336324
"1668"	"fBodyAcc-std()-Z"	22	-0.665516999699377
"1669"	"fBodyAccJerk-mean()-X"	22	-0.60425320237352
"1670"	"fBodyAccJerk-mean()-Y"	22	-0.574318114038941
"1671"	"fBodyAccJerk-mean()-Z"	22	-0.739701808286604
"1672"	"fBodyAccJerk-meanFreq()-X"	22	0.0665521438309969
"1673"	"fBodyAccJerk-meanFreq()-Y"	22	-0.178425080835514
"1674"	"fBodyAccJerk-meanFreq()-Z"	22	-0.0467691789252336
"1675"	"fBodyAccJerk-std()-X"	22	-0.602457991412617
"1676"	"fBodyAccJerk-std()-Y"	22	-0.576391814080349
"1677"	"fBodyAccJerk-std()-Z"	22	-0.780252702647975
"1678"	"fBodyAccMag-mean()"	22	-0.574333164853583
"1679"	"fBodyAccMag-meanFreq()"	22	0.103277150317358
"1680"	"fBodyAccMag-std()"	22	-0.673896212809346
"1681"	"fBodyBodyAccJerkMag-mean()"	22	-0.585442501515888
"1682"	"fBodyBodyAccJerkMag-meanFreq()"	22	0.161936362996885
"1683"	"fBodyBodyAccJerkMag-std()"	22	-0.599286879114019
"1684"	"fBodyBodyGyroJerkMag-mean()"	22	-0.830191956697819
